US Gross,Worldwide Gross,US DVD Sales,Production Budget,Release Date,MPAA Rating,Running Time min,Creative Type,Rotten Tomatoes Rating,IMDB Rating,IMDB Votes
12069719,12069719,,60000000,Oct 09 1998,PG,,Contemporary Fiction,12,4.7,9105
31841299,50164027,11075466,20000000,Nov 26 2008,R,,Dramatization,94,3.6,479
4886216,4898285,,9000000,Aug 22 2008,R,,Contemporary Fiction,64,6.4,9017
65281781,71281781,18154740,6500000,Feb 01 2008,G,,Factual,71,,
50026353,76482461,,110000000,Apr 02 2004,PG,94,Kids Fiction,54,5.4,4772
27669725,80583311,23365803,50000000,Feb 09 2007,R,121,Historical Fiction,15,6,28690
277322503,465132119,165916727,35000000,Jun 05 2009,R,99,Contemporary Fiction,78,7.9,127634
36037909,51867723,,40000000,Feb 18 2000,PG-13,95,Contemporary Fiction,12,4.3,6098
7164995,7164995,,25000000,Apr 06 2007,R,,Dramatization,85,6.9,9171
67383924,72383924,,20000000,Apr 18 2003,PG,117,Contemporary Fiction,77,7.1,19388
63280000,205190324,71449071,85000000,Dec 08 2006,PG-13,131,Contemporary Fiction,47,6.9,48215
73209340,191200000,,90000000,Aug 04 2000,R,112,Science Fiction,28,5.5,41499
304124,1261792,,1400000,Apr 29 2005,R,,,,,
10513979,10513979,,15000000,Nov 25 1998,PG-13,,Contemporary Fiction,31,4.7,4806
30272254,62192232,,18000000,Dec 05 2003,PG-13,94,Contemporary Fiction,20,4.6,13026
12834849,13174426,,27000000,Jun 10 2005,PG-13,,Contemporary Fiction,14,2.6,5012
8117637,8224998,11095119,15000000,May 05 2006,PG,,Contemporary Fiction,26,5.3,2830
60110313,81529000,,30000000,May 29 1998,PG-13,114,Contemporary Fiction,23,5.3,9168
154529439,297133947,73524948,85000000,Mar 14 2008,G,,Fantasy,,7.2,31323
17544812,33606409,16230816,7500000,Jun 08 2007,R,,Contemporary Fiction,45,5.4,31511
34636443,77636443,,75000000,Mar 11 2005,R,,Contemporary Fiction,,7.3,3070
47326473,80578934,23835218,4800000,Jan 06 2006,R,,Contemporary Fiction,,5.7,64642
13938332,14334401,24152720,25000000,Aug 03 2007,PG-13,83,Contemporary Fiction,40,6.5,22250
41675994,108775994,,25000000,Dec 27 2002,PG-13,115,Historical Fiction,80,7.6,44618
15652637,23889158,,18000000,Oct 26 2001,R,,Contemporary Fiction,46,7.5,19308
132675402,164675402,,20000000,Mar 07 2003,PG-13,105,Contemporary Fiction,34,5.4,16242
32064800,70064800,,35000000,May 06 2005,R,,Contemporary Fiction,25,5.4,32159
14108518,14108518,,16000000,Jul 18 2003,PG-13,,Contemporary Fiction,29,5.4,5292
31155435,31260435,,12000000,Dec 21 2001,R,93,Contemporary Fiction,27,5.5,14470
14010363,14010363,,12000000,Aug 06 1997,R,93,Contemporary Fiction,,,
261987880,878987880,,100000000,Nov 15 2002,PG,161,Fantasy,82,7.2,120063
249538952,795538952,,130000000,Jun 04 2004,PG,141,Fantasy,90,7.7,108928
290013036,896013036,215701005,150000000,Nov 18 2005,PG-13,157,Fantasy,88,7.6,111946
292004738,938468864,220867077,150000000,Jul 11 2007,PG-13,138,Fantasy,78,7.4,104074
301959197,937499905,103574938,250000000,Jul 15 2009,PG,153,Fantasy,83,7.3,73720
317557891,976457891,,125000000,Nov 16 2001,PG,152,Fantasy,,7.2,132238
198000317,385000317,203263968,85000000,Nov 17 2006,PG,108,Kids Fiction,74,6.7,42369
99112101,250700000,,70000000,Jun 15 1997,G,92,Historical Fiction,84,6.8,21902
40222729,44102389,,21000000,Sep 14 2001,PG-13,106,Contemporary Fiction,38,4.1,165
19870567,19870567,,70000000,Jan 16 1998,R,96,Contemporary Fiction,26,5.6,14375
75383563,75383563,,60000000,May 15 1998,PG-13,168,Contemporary Fiction,71,6.3,15831
196067,196067,,7000000,Jun 13 2003,R,,,,6.3,1342
539285,1178175,,3750000,Aug 11 2006,R,,Historical Fiction,,7.5,1519
11965282,26735797,1350584,12500000,Sep 11 2009,R,,Contemporary Fiction,22,5.1,7097
19076815,33076815,,70000000,Feb 15 2002,R,,Historical Fiction,58,6.2,19541
51019112,104019112,,45000000,Apr 29 2005,PG,103,Science Fiction,60,6.6,61513
3681066,5208449,,2850000,Jun 10 2005,R,,Contemporary Fiction,,5.4,165
23618786,79197493,33391776,16000000,Apr 20 2007,R,121,Contemporary Fiction,91,8,129779
104257,5422740,,3300000,May 05 2000,R,,,,6.6,9455
217581231,491581231,,165000000,Mar 26 2010,PG,,Fantasy,98,8.2,28556
12784713,14584713,,22000000,Oct 01 2004,R,,Contemporary Fiction,62,6.8,35878
132177234,245360480,,137000000,Jun 20 2003,PG-13,138,Super Hero,62,5.7,70844
134806913,263349257,58503066,137500000,Jun 13 2008,PG-13,112,Super Hero,66,7.1,82419
100138851,325500000,,100000000,Jun 21 1996,G,86,Historical Fiction,73,6.5,19479
34234008,45016494,,55000000,Mar 14 2003,R,94,Contemporary Fiction,31,5.8,18941
334041,367582,,500000,Feb 13 1998,,,,,,
14700000,44468574,31304710,15000000,Jun 26 2009,R,,Contemporary Fiction,,7.8,83679
22202809,23563727,,2800000,Jul 22 2005,R,,Contemporary Fiction,,7.5,18688
88200225,170200225,,60000000,Mar 05 2004,PG-13,101,Historical Fiction,64,6.2,48935
4839383,14839383,,16000000,May 03 2002,PG-13,,Contemporary Fiction,46,6.3,10486
30207785,51107785,,75000000,Jun 13 2003,PG-13,116,Contemporary Fiction,30,5.2,16452
8735529,8735529,,15000000,Mar 24 2000,PG-13,,Contemporary Fiction,16,5.2,4192
195330621,651899282,131919814,75000000,Mar 31 2006,PG,,Fantasy,,6.9,50981
196573705,886685941,87544387,90000000,Jul 01 2009,PG,93,Fantasy,,7.1,33289
176387405,383257136,,65000000,Mar 15 2002,PG,81,Kids Fiction,77,7.4,75552
24381334,25732334,,25000000,Mar 18 2005,G,,Contemporary Fiction,52,6,7106
8038061,16011975,,18000000,Sep 27 1997,R,,Historical Fiction,82,7.5,27544
0,627422,,18000000,Dec 31 1969,,,,,5.2,618
52131264,90231264,,28000000,Apr 25 2003,R,90,Contemporary Fiction,62,7.3,57909
18542974,18542974,,10700000,Jun 18 1999,PG-13,97,Historical Fiction,86,6.7,8078
12669914,12669914,3120029,15000000,Aug 25 2006,R,121,Historical Fiction,47,5.8,3056
4777465,4777465,,9000000,Sep 13 2002,R,,Contemporary Fiction,76,7,19050
19528188,26608350,12361783,30000000,Sep 19 2008,PG,86,Kids Fiction,35,6,6614
10317779,10317779,,3500000,May 27 1998,R,,Contemporary Fiction,17,3.3,985
4023741,4023741,,15000000,Apr 30 1999,R,,Contemporary Fiction,15,5.8,16157
228524,290875,,10000000,Dec 17 2004,R,,,35,7.2,6057
40020622,40020622,,24000000,Nov 13 1998,R,101,Contemporary Fiction,8,4.1,23268
72250091,125250091,,17000000,Oct 17 1997,R,101,Contemporary Fiction,36,5.4,36807
14800725,16382538,5475072,18000000,Jul 10 2009,PG-13,,Contemporary Fiction,,5.9,179
39868642,84276175,38200717,16500000,Aug 18 2006,PG-13,110,Historical Fiction,74,7.7,92040
2205627,2595216,,1200000,Jul 07 2000,R,,Contemporary Fiction,,6.1,10073
7689458,58692979,5387124,30000000,Dec 25 2009,PG-13,122,Fantasy,64,7.1,33374
672243,972243,,7900000,Jan 27 2006,R,,Contemporary Fiction,,6.7,9534
16123323,16123323,,55000000,Jun 12 2009,PG,107,Contemporary Fiction,38,5.4,3092
6114237,6114237,,40000000,Jan 04 2002,PG-13,,Science Fiction,,6,9020
285630280,753830280,,160000000,Jul 16 2010,PG-13,147,Science Fiction,87,9.1,188247
4717455,23693646,,12000000,Oct 22 2003,R,,Contemporary Fiction,34,5.2,11590
14026509,14026509,,7000000,Aug 25 1999,R,,Contemporary Fiction,36,5.5,2529
320700,6877936,,18900000,Dec 15 2006,Not Rated,,Historical Fiction,,7.2,5775
317023851,786558145,109654917,185000000,May 22 2008,PG-13,,Historical Fiction,77,6.6,135071
12017369,12017369,,30000000,Jan 15 1999,R,,Contemporary Fiction,22,5.3,7138
1151330,2613717,,13000000,Oct 13 2006,R,118,Dramatization,72,7.1,6917
33316821,41771168,6212437,22000000,Sep 18 2009,R,108,Contemporary Fiction,,6.2,380
315000,315000,,18000000,Apr 24 2009,R,,Historical Fiction,,5.2,7595
17303424,58051454,8342886,60000000,Jan 23 2009,PG,105,Fantasy,40,6.1,14157
63826569,83226569,,35000000,Sep 19 1997,PG-13,92,Contemporary Fiction,71,6.1,18773
119725280,185708462,69334335,85000000,Jul 20 2007,PG-13,115,Contemporary Fiction,14,6.1,46347
88634237,184634237,37712869,50000000,Mar 24 2006,R,,Contemporary Fiction,86,7.7,86229
28965197,60265197,,68000000,Nov 05 1999,R,157,Dramatization,96,8,68747
67263182,113622499,,46000000,May 24 2002,R,118,Contemporary Fiction,92,6.3,33
97387965,97387965,,75000000,Jul 23 1999,PG,77,Kids Fiction,21,3.9,13881
34105207,34105207,,55000000,Jun 04 1999,R,123,Contemporary Fiction,27,6.2,15388
18451251,32679264,4548709,18500000,Oct 02 2009,PG-13,,Fantasy,57,6.5,24578
15074191,40147042,4845943,80000000,Aug 17 2007,PG-13,99,Science Fiction,19,6,28605
221096,221096,,3500000,Sep 14 2007,R,,Contemporary Fiction,,6.3,855
144801023,348601023,,105000000,Jul 16 2004,PG-13,115,Science Fiction,58,,
312128345,622128345,,170000000,May 07 2010,PG-13,,Super Hero,74,7.3,61256
318604126,582604126,169251757,186000000,May 02 2008,PG-13,126,Super Hero,94,7.9,174040
23159305,31333917,,50000000,Aug 04 1999,PG,86,Kids Fiction,97,7.9,38791
617228,7174984,,4900000,Aug 29 2008,R,,Historical Fiction,,7.4,3048
35818913,163018913,,120000000,Jul 22 2005,PG-13,,Science Fiction,40,6.9,82601
2954405,2954405,,36000000,Jan 28 2000,R,,Contemporary Fiction,25,4.9,1426
33561137,33561137,,70000000,Nov 01 2002,PG-13,97,Contemporary Fiction,15,5.3,18061
106126012,175826012,,60000000,May 30 2003,PG-13,111,Contemporary Fiction,73,6.9,76835
12559771,13205411,13566229,14000000,Mar 16 2007,R,94,Contemporary Fiction,19,5.5,8643
34645374,34645374,,50000000,Dec 11 1998,PG,95,Fantasy,15,4.6,6932
39673162,72673162,,12000000,Dec 25 1997,R,154,Contemporary Fiction,85,7.6,84068
54956941,159356941,,60000000,Nov 14 1997,R,124,Contemporary Fiction,12,6,35540
6301131,15452978,,28500000,Mar 04 2005,R,,Fantasy,43,7.1,35932
4956401,4956401,,15000000,Sep 24 1999,PG-13,,Historical Fiction,30,6.1,6636
62647540,96947540,52209103,72000000,Nov 04 2005,R,115,Dramatization,61,7.2,60650
3076820,3076820,,3000000,Feb 19 1999,R,,Contemporary Fiction,7,4.8,9329
126930660,361730660,,135000000,Nov 19 1999,PG-13,125,Contemporary Fiction,51,6.3,59406
160942139,431942139,,142000000,Nov 22 2002,PG-13,133,Contemporary Fiction,59,6,67476
167365000,596365000,79681613,102000000,Nov 17 2006,PG-13,144,Contemporary Fiction,94,8,172936
169368427,576368427,44912115,230000000,Nov 14 2008,PG-13,,Contemporary Fiction,64,6.8,93596
16204793,32832166,4998385,16000000,Sep 18 2009,R,,Fantasy,42,5.3,24265
72778712,83578712,49050925,11000000,Sep 22 2006,R,,Factual,63,7.2,24434
64282312,75466905,,5000000,Oct 25 2002,R,92,Contemporary Fiction,,6.3,27454
101704370,240904370,26253886,45000000,Jul 11 2008,PG,92,Science Fiction,,5.9,23756
27087695,30987695,,16000000,Apr 11 2001,PG-13,91,Contemporary Fiction,11,5.4,18666
7496522,18496522,,26000000,Aug 24 2001,PG-13,,Contemporary Fiction,45,6.7,15897
37904175,55026845,,10000000,Aug 31 2001,R,91,Contemporary Fiction,45,5.7,30610
28013509,160323929,,45000000,Jul 18 2003,PG,87,Contemporary Fiction,33,5.8,29246
35623801,35623801,,25000000,Aug 29 2003,R,104,Fantasy,,5.3,15975
3909149,15001776,9871881,30000000,Sep 21 2007,R,160,Dramatization,75,7.7,57465
31203964,31462753,,12000000,Apr 07 2004,PG-13,97,Contemporary Fiction,6,3.8,3278
25266129,37066129,,35000000,Mar 26 2004,PG-13,102,Contemporary Fiction,40,6.2,27370
703,703,,1000000,Dec 13 2002,R,,,40,5.1,358
399879,2862544,,10800000,Apr 27 2007,R,,Contemporary Fiction,,6.4,3920
44452,44452,,400000,Jul 27 2001,R,,,29,5.7,408
48318130,100687083,37588463,58000000,Sep 16 2005,PG-13,,Contemporary Fiction,57,6.8,29457
17326650,38326650,11051609,28000000,May 12 2006,PG-13,,Contemporary Fiction,13,5,13368
14271297,14271297,,50000000,Nov 12 1999,R,,Dramatization,31,,
47901582,135703599,,20000000,Feb 14 2003,G,72,Historical Fiction,19,5.2,2740
22770864,24515990,,38000000,Dec 21 2001,PG,98,Contemporary Fiction,19,5.3,5313
10547117,10547117,,47000000,Jun 18 2010,PG-13,81,Historical Fiction,13,4.3,2316
71026631,102226631,,36000000,Feb 15 2002,PG-13,116,Contemporary Fiction,22,6.6,32338
25571351,25606175,,14000000,Oct 04 2002,G,82,Kids Fiction,,6.3,1704
1475746,1475746,,10000000,Apr 16 2010,R,,,,6.6,4345
14252830,14252830,,22000000,Apr 11 2001,PG-13,,Contemporary Fiction,53,5.1,11284
21973182,21973182,,23000000,Oct 05 2001,R,97,Contemporary Fiction,,5.4,118
153952592,274000000,,50000000,Dec 13 1996,R,138,Contemporary Fiction,84,7.2,78603
30059386,33762400,,22000000,Aug 24 2001,R,104,Contemporary Fiction,53,6.8,62692
1282084,1687548,,2500000,Jun 16 2000,R,,Contemporary Fiction,,6.7,4620
7739049,11039049,,18000000,Oct 15 2004,R,,Historical Fiction,76,7.1,7067
94125426,126646119,40846498,40000000,Aug 07 2009,PG-13,,Contemporary Fiction,75,7.2,22269
80172128,222117068,33679094,82500000,Feb 14 2008,PG-13,,Science Fiction,17,5.9,69161
2678010,2678010,,1000000,Aug 03 2005,R,,Contemporary Fiction,86,7.1,11457
143495265,230327671,57612374,7000000,Dec 05 2007,PG-13,95,Contemporary Fiction,93,7.9,149855
181166115,365900000,,93000000,Jul 18 2001,PG-13,92,Science Fiction,,7.9,151365
39852,39852,,3000000,Oct 13 2000,R,,,,6.3,949
56127162,56127162,,19000000,Jan 10 2003,PG-13,95,Contemporary Fiction,20,5.1,19508
13571817,13771817,,15600000,Jun 21 2002,PG-13,,Contemporary Fiction,,4.1,3062
82622655,114326122,,25000000,Aug 15 2003,R,97,Contemporary Fiction,41,5.8,39182
35168966,65716126,,90000000,Jul 19 2002,PG-13,138,Dramatization,61,6.5,22288
47095453,70937778,,48000000,Dec 25 2001,PG-13,118,Fantasy,,6.2,23600
4109095,4109095,,3000000,Feb 28 1997,R,,Historical Fiction,,,
66723216,90723216,,60000000,Jan 17 2003,PG,89,Kids Fiction,,4.1,9994
48071303,76252166,18666874,28000000,Apr 16 2010,R,,Contemporary Fiction,75,8.1,86990
38168022,38236338,,3000000,Aug 18 2000,R,116,Factual,86,6.2,3258
36833473,36833473,,25000000,Jul 06 2001,R,98,Contemporary Fiction,51,6.3,22087
17104669,101004669,,20000000,Apr 08 2005,R,,Historical Fiction,89,,
176591618,350591618,,40000000,Jun 11 2010,PG,140,Contemporary Fiction,67,6.1,20039
15000000,20000000,,600000,Aug 10 1977,,,,77,6.4,8342
52842724,55842724,,45000000,May 13 2005,PG,90,Contemporary Fiction,,6.9,3841
66207920,150907920,,55000000,Apr 16 2004,R,136,Contemporary Fiction,,8,182834
70098138,180098138,,55000000,Oct 10 2003,R,111,Contemporary Fiction,85,8.2,231761
23247539,23393939,,7000000,Apr 11 2001,PG,94,Contemporary Fiction,28,,
47398413,211398413,,110000000,May 06 2005,R,,Historical Fiction,39,7.1,83189
10214647,13000959,,11000000,Nov 12 2004,R,,Dramatization,90,7.2,20135
7025722,8915268,,1500000,Mar 13 2002,R,,Contemporary Fiction,,6.8,8291
60527873,60527873,,27000000,Oct 03 1997,R,120,Contemporary Fiction,32,6.4,20932
218080025,550517357,140752353,207000000,Dec 14 2005,PG-13,187,Fantasy,83,7.6,132720
148761765,218994109,117601397,27500000,Jun 01 2007,R,132,Contemporary Fiction,90,7.5,111192
76373029,228937227,,117000000,Jun 23 2010,PG-13,109,Contemporary Fiction,,6.6,13887
47467250,86509602,34065220,72500000,Sep 28 2007,R,110,Contemporary Fiction,51,7.1,47200
33422806,33422806,,35000000,Nov 21 2001,PG-13,96,Kids Fiction,13,4.3,12747
11660180,12419700,,15000000,Oct 11 2002,R,,Contemporary Fiction,,6,11019
79957634,187858642,23450931,50000000,Mar 20 2009,PG-13,121,Contemporary Fiction,32,6.4,58138
10319915,10319915,,35000000,Sep 04 1998,R,,Contemporary Fiction,8,4.1,5852
50315140,50315140,,48000000,Oct 26 2001,PG-13,121,Science Fiction,40,7.3,50475
73701902,96501902,,50000000,Nov 24 2004,PG,98,Contemporary Fiction,5,4.7,9126
4008527,4049527,,25000000,Apr 22 2005,PG-13,,Contemporary Fiction,2,3.5,2251
4235837,13105837,6863163,15000000,Oct 21 2005,R,,Contemporary Fiction,83,,
56083966,56083966,,41000000,May 11 2001,PG-13,132,Historical Fiction,58,6.6,47609
15800078,73222245,6563936,20000000,Dec 14 2007,PG-13,122,Contemporary Fiction,66,7.8,26816
5686694,5686694,,28000000,Dec 25 1997,PG-13,,Dramatization,76,7,10248
16033556,16033556,,10000000,Jan 25 2002,PG-13,,Contemporary Fiction,,5.7,19348
64604977,110604977,,35000000,Sep 19 1997,R,137,Historical Fiction,99,8.4,165161
73357727,113190972,20038881,53000000,Oct 16 2009,R,108,Contemporary Fiction,25,7.2,45577
74541707,102332848,,60000000,Oct 01 2004,PG-13,105,Contemporary Fiction,40,6.5,23369
39692139,77692139,,35000000,Mar 26 2004,R,104,Contemporary Fiction,54,6.2,39242
42285169,72785169,12440849,75000000,Jul 21 2006,PG-13,,Fantasy,24,5.8,47535
52330111,114830111,39758509,40000000,Jun 16 2006,PG,,Fantasy,36,6.8,36613
39263506,44263506,21455006,20000000,Sep 19 2008,PG-13,106,Contemporary Fiction,46,6.3,18547
13592872,13719474,,11000000,Oct 13 2000,R,,Contemporary Fiction,11,4.7,6556
49438370,69548641,18953806,100000000,Jun 05 2009,PG-13,101,Fantasy,26,5.3,16830
66790248,66790248,,45000000,Apr 12 2002,R,99,Contemporary Fiction,77,6.5,29222
5956480,10553442,2560922,12500000,Oct 12 2007,PG-13,106,Contemporary Fiction,81,7.5,32423
3895664,3895664,,5900000,May 16 2003,R,,Contemporary Fiction,,7.3,15696
17848322,29948322,,32000000,Apr 30 2004,PG-13,,Contemporary Fiction,18,5.7,9266
20422207,21758371,,30000000,Aug 06 2004,PG-13,,Contemporary Fiction,21,5.2,7625
2339957,11850214,,6500000,May 13 2005,R,,Contemporary Fiction,,7.4,39857
15680099,15680099,13180936,17000000,Mar 24 2006,PG-13,,Contemporary Fiction,6,2.8,7547
5463019,14763019,3657245,14000000,Oct 06 2006,R,136,Contemporary Fiction,79,7.8,37162
91038276,131638276,,13000000,Jan 12 2001,PG-13,113,Contemporary Fiction,53,5.9,20355
20700082,45900082,,15000000,Jun 24 2005,R,,Science Fiction,,,
4221341,4221341,,18500000,Feb 02 2001,PG-13,,Contemporary Fiction,,5,43
40122938,64622938,16715657,26000000,Jan 22 2010,R,,Fantasy,19,5,19962
256393010,585055701,129742540,150000000,Dec 14 2007,PG-13,100,Science Fiction,69,7.1,153631
31373938,40830862,8871266,58000000,Apr 04 2008,PG-13,,Historical Fiction,52,6.1,14504
303439,303439,,12000000,Apr 18 2008,R,90,Contemporary Fiction,,,
13756082,68756082,13625847,13000000,Dec 20 2006,R,141,Historical Fiction,91,8.1,56872
14448589,14448589,,40000000,Apr 26 2002,PG-13,,Contemporary Fiction,,,
38399961,43343247,29881643,45000000,Jan 13 2006,PG-13,,Contemporary Fiction,54,6.3,8060
50699241,73956241,,38000000,Dec 29 1999,R,125,Dramatization,83,7.4,32172
181410615,302710615,,45000000,Mar 21 1997,PG-13,87,Contemporary Fiction,82,6.7,67798
1190018,5345869,,20000000,Dec 06 2002,R,,Science Fiction,37,7.7,86428
12189514,12291975,,23000000,Jan 09 2004,PG-13,,Contemporary Fiction,19,5.8,7855
4835065,9448623,2836487,22000000,Nov 23 2005,R,,Historical Fiction,,6.4,16266
1138836,1138836,,700000,Sep 07 2001,Open,,Contemporary Fiction,83,7.2,5122
24006726,34806726,,50000000,Dec 10 2004,R,118,Contemporary Fiction,53,7.2,57889
19694635,28920188,,50000000,Feb 21 2003,R,,Contemporary Fiction,20,7.3,37628
64062587,73521587,,75000000,Apr 16 1999,R,108,Contemporary Fiction,50,5.3,99
51432423,62432423,,30000000,Jul 03 2002,PG,99,Kids Fiction,56,4.4,4870
145771527,245800000,,80000000,Jun 21 2002,PG,85,Kids Fiction,,7.1,25611
2016687,2016687,,8300000,Jun 04 1999,R,,Contemporary Fiction,,6.9,3855
5871603,5871603,,13000000,Nov 10 1999,R,,Contemporary Fiction,38,5.4,2257
12905901,12905901,,12000000,Oct 30 1998,R,,Contemporary Fiction,58,6.5,3040
42734455,55534455,,15000000,May 02 2003,PG,94,Contemporary Fiction,40,4.7,10199
53032453,68332453,,30000000,May 14 2010,PG,,,42,6.3,4576
54606,54606,,6000000,Apr 05 2002,PG-13,,,,6.1,1482
17606684,48363516,16836991,6000000,Sep 27 2006,R,121,Dramatization,87,7.8,54022
1147784,1147784,,55000000,Jul 22 1998,R,,Historical Fiction,,6.7,15197
211724,211724,,1000000,Dec 30 2002,R,,,,6.8,4126
59891098,100523181,55501748,8000000,Jul 26 2006,R,101,Contemporary Fiction,91,8,151013
11052958,14140402,9876018,10500000,Apr 20 2007,PG-13,98,Contemporary Fiction,44,6.7,13550
14998070,63211088,9203604,35000000,Nov 09 2007,R,90,Contemporary Fiction,27,6.2,22264
12667,12667,,2000000,Feb 10 2006,R,,Contemporary Fiction,,7.7,181
105807520,177079973,,50000000,Feb 07 2003,PG-13,116,Contemporary Fiction,43,6.1,33866
15464026,18250106,,20000000,Jul 21 2000,R,,Contemporary Fiction,25,5,12877
23591432,23591432,7360965,25000000,Apr 23 2010,PG-13,97,Contemporary Fiction,48,,
2484186,3650302,,9600000,Apr 28 2006,R,,Historical Fiction,,6.6,5790
69117629,136117629,,80000000,Apr 03 1998,PG-13,131,Science Fiction,26,4.8,31611
6552255,6552255,,14000000,Apr 23 1999,PG-13,,Contemporary Fiction,13,4.8,118
23602581,23602581,,17000000,Aug 20 2010,PG-13,,Contemporary Fiction,32,,
27441122,27709625,,15000000,Apr 21 2000,PG-13,125,Historical Fiction,81,6.7,5835
12554569,12554569,,10000000,Mar 14 1997,R,,Contemporary Fiction,67,6.7,1165
8322608,8322608,,15000000,May 21 1999,PG-13,,Contemporary Fiction,33,5.1,2446
4210379,4695781,,250000,Jun 28 2002,R,,Contemporary Fiction,,6.8,3936
341784377,926284377,,94000000,Dec 18 2002,PG-13,179,Fantasy,,8.7,326950
377027325,1133027325,,94000000,Dec 17 2003,PG-13,201,Fantasy,,8.8,364077
314776170,868621686,,109000000,Dec 19 2001,PG-13,178,Fantasy,,8.8,387438
24149632,62142629,,42000000,Sep 16 2005,R,,Contemporary Fiction,61,7.7,80124
3897569,25297569,,1350000,Mar 05 1999,R,,Contemporary Fiction,,,
