Effect Amount of damage,Flight Date,Phase of flight,Wildlife Size,Time of day,Cost Other,Cost Repair,Cost Total $,Speed IAS in knots
None,1997.12.8,Landing Roll,Small,Day,0,0,0,130
Medium,1997.12.10,Climb,Large,Night,0,0,0,190
Medium,1997.12.10,Take-off run,Medium,Day,0,0,0,
None,1997.12.10,Approach,Medium,Dusk,0,0,0,130
None,1997.12.10,Take-off run,Small,Dawn,3037,0,3037,60
None,1997.12.10,Approach,Small,Day,0,0,0,130
None,1997.12.10,Approach,Small,Night,0,0,0,
None,1997.12.12,Take-off run,Small,Day,0,0,0,
None,1997.12.14,Approach,Large,Night,0,0,0,
None,1997.12.14,Take-off run,Small,Day,0,0,0,
None,1997.12.14,Landing Roll,Small,Night,0,0,0,110
None,1997.12.14,Landing Roll,Small,Night,0,0,0,
None,1997.12.15,Approach,Medium,Day,0,0,0,130
None,1997.12.15,Take-off run,Medium,Day,0,0,0,
None,1997.12.16,Climb,Medium,Day,0,0,0,170
None,1997.12.16,Climb,Small,Day,0,0,0,140
Medium,1997.12.17,Taxi,Medium,Dawn,0,0,0,
None,1997.12.19,Descent,Medium,Day,0,0,0,190
None,1997.12.19,Take-off run,Medium,Day,0,0,0,
None,1997.12.19,Approach,Small,Day,0,0,0,138
None,1997.12.19,Landing Roll,Small,Dusk,0,0,0,100
None,1997.12.21,Climb,Large,Day,0,0,0,160
None,1997.12.21,Approach,Small,Dusk,0,0,0,140
None,1997.12.22,Take-off run,Large,Night,0,0,0,
None,1997.12.22,Approach,Medium,Day,0,0,0,170
None,1997.12.22,Take-off run,Medium,Day,0,0,0,100
None,1997.12.22,Take-off run,Medium,Day,0,0,0,100
None,1997.12.23,Landing Roll,Medium,Dawn,0,0,0,
None,1997.12.23,Approach,Medium,Day,0,0,0,
None,1997.12.24,Take-off run,Small,Day,0,0,0,120
None,1997.12.28,Take-off run,Large,Night,0,0,0,
Minor,1997.12.29,Approach,Large,Dusk,0,0,0,190
None,1997.12.29,Approach,Small,Night,0,0,0,132
None,1997.12.30,Approach,Large,Night,0,0,0,
None,1997.12.30,Approach,Medium,Night,0,0,0,
None,1997.12.30,Climb,Small,Day,0,0,0,160
None,1998.1.2,Landing Roll,Large,Day,0,0,0,
None,1998.1.3,Approach,Small,Day,0,0,0,140
None,1998.1.3,Approach,Small,Day,0,0,0,140
Minor,1998.1.4,Approach,Large,Day,0,0,0,
Substantial,1998.1.4,Climb,Large,Night,0,0,0,170
None,1998.1.4,Landing Roll,Small,Dawn,0,0,0,80
None,1998.1.4,Approach,Small,Night,0,0,0,130
None,1998.1.5,Landing Roll,Medium,Day,0,0,0,
None,1998.1.6,Take-off run,Medium,Day,0,0,0,
Minor,1998.1.7,Descent,Medium,Day,0,0,0,
None,1998.1.8,Take-off run,Small,Day,0,0,0,120
Minor,1998.1.9,Approach,Large,Night,0,56348,56348,100
Minor,1998.1.9,Approach,Medium,Night,0,0,0,
Minor,1998.1.10,Climb,Medium,Day,0,0,0,
Minor,1998.1.11,Approach,Large,Day,0,0,0,160
None,1998.1.12,Approach,Small,Day,0,0,0,130
None,1998.1.12,Approach,Small,Day,0,0,0,
Minor,1998.1.13,Approach,Medium,Day,0,0,0,
None,1998.1.13,Climb,Medium,Day,0,0,0,140
None,1998.1.14,Take-off run,Small,Day,0,0,0,
None,1998.1.18,Approach,Small,Day,0,0,0,125
None,1998.1.18,Approach,Small,Night,0,0,0,131
None,1998.1.18,Climb,Small,Night,0,0,0,
None,1998.1.19,Take-off run,Small,Day,0,0,0,140
None,1998.1.19,Landing Roll,Small,Night,0,0,0,
None,1998.1.21,Approach,Small,Day,0,0,0,125
None,1998.1.22,Approach,Small,Day,0,0,0,125
None,1998.1.22,Take-off run,Small,Day,0,0,0,128
Minor,1998.1.23,Climb,Small,Dawn,0,0,0,150
None,1998.1.23,Climb,Small,Day,0,0,0,
None,1998.1.25,Landing Roll,Medium,Dusk,0,0,0,
None,1998.1.26,Landing Roll,Medium,Day,0,0,0,
None,1998.1.26,Landing Roll,Small,Day,0,0,0,
None,1998.1.26,Landing Roll,Small,Day,0,0,0,
None,1998.1.27,Approach,Large,Day,0,0,0,180
None,1998.1.27,Landing Roll,Large,Night,0,0,0,
None,1998.1.27,Landing Roll,Medium,Day,0,0,0,100
None,1998.1.27,Climb,Medium,Night,0,0,0,210
None,1998.1.30,Climb,Large,Day,0,0,0,180
None,1998.2.1,Approach,Medium,Day,0,0,0,
Minor,1998.2.6,Approach,Medium,Dusk,0,0,0,
Minor,1998.2.6,Approach,Medium,Night,0,0,0,
None,1998.2.7,Approach,Medium,Night,0,0,0,
None,1998.2.7,Approach,Small,Night,0,0,0,140
Minor,1998.2.8,Climb,Large,Day,0,0,0,190
None,1998.2.9,Climb,Large,Night,0,0,0,
None,1998.2.9,Approach,Medium,Night,0,0,0,
None,1998.2.10,Take-off run,Medium,Dusk,0,0,0,90
Minor,1998.2.10,Descent,Medium,Night,0,0,0,250
None,1998.2.10,Climb,Small,Day,0,0,0,
Substantial,1998.2.11,Approach,Large,Day,0,0,0,120
None,1998.2.11,Take-off run,Small,Day,0,0,0,
None,1998.2.12,Climb,Medium,Night,0,0,0,160
Minor,1998.2.15,Climb,Small,Day,0,0,0,150
None,1998.2.16,Take-off run,Small,Dawn,0,0,0,
None,1998.2.16,Landing Roll,Small,Dusk,0,0,0,80
None,1998.2.19,Take-off run,Small,Dawn,0,0,0,120
Substantial,1998.2.21,Approach,Medium,Night,0,70435,70435,
None,1998.2.23,Take-off run,Medium,Dawn,0,0,0,95
Substantial,1998.2.24,Climb,Large,Dawn,0,7043545,7043545,190
None,1998.2.25,Approach,Small,Night,0,0,0,210
None,1998.2.27,Climb,Medium,Night,0,0,0,155
None,1998.2.27,Approach,Small,Dusk,0,0,0,130
None,1998.3.1,Landing Roll,Medium,Day,0,0,0,
None,1998.3.1,Approach,Small,Dusk,0,0,0,135
None,1998.3.2,Approach,Small,Day,0,0,0,137
None,1998.3.4,Climb,Medium,Day,0,0,0,230
None,1998.3.4,Climb,Small,Day,0,0,0,145
None,1998.3.5,Approach,Small,Night,0,0,0,137
None,1998.3.6,Take-off run,Medium,Day,0,0,0,
Minor,1998.3.6,Descent,Medium,Night,0,0,0,110
None,1998.3.8,Approach,Medium,Night,0,0,0,145
None,1998.3.8,Landing Roll,Small,Night,0,0,0,137
Substantial,1998.3.9,Descent,Medium,Night,0,0,0,
None,1998.3.9,Approach,Medium,Night,0,0,0,
None,1998.3.9,Approach,Small,Night,0,0,0,140
None,1998.3.9,Climb,Small,Night,0,0,0,
None,1998.3.10,Approach,Large,Night,0,0,0,160
None,1998.3.10,Landing Roll,Small,Day,0,0,0,110
None,1998.3.11,Landing Roll,Medium,Day,0,0,0,80
Minor,1998.3.12,Climb,Medium,Night,0,7044,7044,
None,1998.3.12,Approach,Small,Day,0,0,0,180
None,1998.3.12,Landing Roll,Small,Day,0,0,0,140
None,1998.3.12,Approach,Small,Night,0,0,0,
Minor,1998.3.13,Climb,Medium,Night,0,0,0,170
None,1998.3.13,Landing Roll,Small,Day,0,0,0,100
None,1998.3.13,Take-off run,Small,Dusk,0,0,0,139
Substantial,1998.3.15,Descent,Large,Night,0,493893,493893,
None,1998.3.16,Approach,Medium,Dawn,0,0,0,132
None,1998.3.16,Approach,Medium,Night,0,0,0,
None,1998.3.17,Climb,Medium,Day,0,0,0,180
None,1998.3.17,Approach,Small,Day,0,0,0,130
None,1998.3.18,Approach,Medium,Day,0,0,0,135
None,1998.3.18,Descent,Medium,Day,0,0,0,
None,1998.3.18,Approach,Medium,Dusk,0,0,0,
None,1998.3.18,Climb,Medium,Dusk,0,0,0,115
None,1998.3.18,Approach,Medium,Night,0,0,0,130
None,1998.3.18,Approach,Small,Night,0,0,0,140
None,1998.3.19,Landing Roll,Small,Day,0,0,0,
None,1998.3.19,Climb,Small,Night,0,0,0,
None,1998.3.21,Landing Roll,Medium,Day,0,0,0,
None,1998.3.21,Take-off run,Medium,Day,0,0,0,90
None,1998.3.21,Climb,Small,Day,0,0,0,
Minor,1998.3.22,Landing Roll,Large,Night,0,0,0,
None,1998.3.22,Approach,Large,Night,0,0,0,
None,1998.3.22,Landing Roll,Small,Night,0,0,0,145
None,1998.3.23,Climb,Medium,Day,0,0,0,156
None,1998.3.23,Landing Roll,Medium,Day,0,0,0,
Medium,1998.3.23,Approach,Medium,Night,0,0,0,210
None,1998.3.24,Approach,Medium,Dusk,0,0,0,
None,1998.3.24,Approach,Medium,Night,0,0,0,163
None,1998.3.24,Climb,Small,Day,0,0,0,120
None,1998.3.24,Take-off run,Small,Day,0,0,0,
None,1998.3.25,Approach,Large,Dawn,0,0,0,
None,1998.3.25,Climb,Medium,Day,0,0,0,
None,1998.3.25,Approach,Medium,Night,0,0,0,130
None,1998.3.25,Approach,Medium,Night,0,0,0,200
Minor,1998.3.27,Take-off run,Medium,Day,0,0,0,110
None,1998.3.27,Climb,Small,Dawn,0,0,0,160
None,1998.3.28,Climb,Medium,Dawn,0,0,0,160
None,1998.3.28,Approach,Medium,Day,0,0,0,
None,1998.3.29,Approach,Medium,Day,0,0,0,
Minor,1998.3.31,Approach,Medium,Day,0,0,0,137
None,1998.3.31,Approach,Medium,Night,0,0,0,150
None,1998.4.1,Approach,Medium,Night,0,0,0,
None,1998.4.2,Approach,Medium,Day,0,0,0,
None,1998.4.2,Descent,Small,Night,0,0,0,210
None,1998.4.3,Descent,Small,Night,0,0,0,
Substantial,1998.4.4,Take-off run,Large,Dusk,0,0,0,140
Medium,1998.4.4,Approach,Medium,Day,0,0,0,
None,1998.4.4,Landing Roll,Medium,Day,0,0,0,
None,1998.4.4,Approach,Small,Day,0,0,0,105
None,1998.4.5,Take-off run,Large,Night,0,0,0,205
None,1998.4.6,Approach,Medium,Night,0,0,0,
None,1998.4.6,Take-off run,Medium,Night,0,0,0,
None,1998.4.7,Landing Roll,Small,Day,0,0,0,125
None,1998.4.9,Approach,Small,Night,0,0,0,145
Minor,1998.4.10,Approach,Small,Night,0,0,0,210
None,1998.4.11,Climb,Small,Day,0,0,0,170
None,1998.4.12,Climb,Medium,Day,0,0,0,200
None,1998.4.12,Descent,Small,Night,0,0,0,210
None,1998.4.13,Climb,Medium,Night,0,0,0,150
None,1998.4.15,Taxi,Small,Day,0,0,0,
None,1998.4.15,Approach,Small,Night,0,0,0,280
Minor,1998.4.16,Climb,Large,Day,0,0,0,90
None,1998.4.16,Climb,Small,Day,0,0,0,140
None,1998.4.17,Approach,Small,Day,0,0,0,138
Minor,1998.4.18,Descent,Medium,Day,0,0,0,
None,1998.4.20,Approach,Small,Dusk,0,0,0,170
None,1998.4.22,Descent,Small,Day,0,0,0,130
None,1998.4.22,Landing Roll,Small,Day,0,0,0,
Medium,1998.4.23,Climb,Small,Day,0,0,0,
Minor,1998.4.24,Approach,Medium,Day,0,0,0,180
None,1998.4.24,Take-off run,Small,Day,0,0,0,135
None,1998.4.25,Approach,Medium,Night,0,0,0,170
None,1998.4.25,Descent,Medium,Night,0,0,0,
None,1998.4.25,Climb,Small,Day,0,0,0,
None,1998.4.25,Climb,Small,Night,0,0,0,250
None,1998.4.26,Climb,Small,Day,0,0,0,210
None,1998.4.26,Approach,Small,Night,0,0,0,
None,1998.4.26,Descent,Small,Night,0,0,0,250
None,1998.4.27,Approach,Small,Day,0,0,0,160
None,1998.4.27,Climb,Small,Night,0,0,0,250
Medium,1998.4.28,Approach,Medium,Night,0,0,0,
None,1998.4.28,Climb,Small,Day,0,0,0,160
None,1998.4.28,Climb,Small,Night,0,0,0,230
None,1998.4.29,Approach,Medium,Dawn,0,0,0,
None,1998.4.29,Climb,Medium,Night,0,0,0,
None,1998.4.29,Climb,Medium,Night,0,0,0,210
None,1998.4.29,Descent,Small,Night,0,0,0,250
None,1998.4.30,Approach,Medium,Day,0,0,0,
None,1998.4.30,Approach,Medium,Day,0,0,0,140
None,1998.4.30,Approach,Medium,Night,0,0,0,
None,1998.4.30,Take-off run,Small,Day,0,0,0,
None,1998.4.30,Approach,Small,Night,0,0,0,135
None,1998.4.30,Approach,Small,Night,0,0,0,
Medium,1998.5.1,Climb,Medium,Night,0,0,0,320
None,1998.5.1,Approach,Small,Day,0,0,0,140
None,1998.5.2,Take-off run,Medium,Day,0,0,0,
None,1998.5.2,Approach,Small,Night,0,0,0,160
None,1998.5.2,Approach,Small,Night,0,0,0,127
Medium,1998.5.3,Climb,Medium,Night,0,0,0,220
None,1998.5.3,Approach,Small,Day,0,0,0,133
None,1998.5.3,Approach,Small,Day,0,0,0,140
None,1998.5.3,Take-off run,Small,Dusk,0,0,0,120
None,1998.5.4,Take-off run,Medium,Day,0,0,0,
None,1998.5.4,Approach,Medium,Night,0,0,0,150
None,1998.5.4,Approach,Small,Day,0,0,0,150
None,1998.5.5,Approach,Small,Day,0,0,0,
None,1998.5.5,Descent,Small,Dusk,0,0,0,250
None,1998.5.6,Landing Roll,Small,Day,0,0,0,149
None,1998.5.7,Approach,Medium,Day,0,0,0,145
None,1998.5.7,Take-off run,Medium,Day,0,0,0,115
None,1998.5.7,Approach,Medium,Night,0,0,0,
None,1998.5.8,Climb,Large,Day,0,0,0,160
None,1998.5.8,Approach,Medium,Day,0,0,0,140
None,1998.5.8,Landing Roll,Medium,Night,0,0,0,100
None,1998.5.8,Approach,Small,Day,0,0,0,
None,1998.5.8,Approach,Small,Night,0,0,0,240
None,1998.5.9,Take-off run,Small,Day,0,0,0,110
None,1998.5.9,Climb,Small,Dusk,0,0,0,140
None,1998.5.9,Descent,Small,Night,0,0,0,250
None,1998.5.10,Take-off run,Small,Day,0,0,0,120
None,1998.5.11,Approach,Large,Night,0,0,0,190
None,1998.5.11,Approach,Medium,Night,0,0,0,170
Substantial,1998.5.12,Take-off run,Large,Day,0,0,0,160
None,1998.5.12,Climb,Large,Dusk,0,0,0,140
None,1998.5.12,Approach,Medium,Day,0,0,0,140
None,1998.5.12,Landing Roll,Medium,Day,0,0,0,130
None,1998.5.12,Approach,Medium,Dusk,0,0,0,130
None,1998.5.12,Approach,Small,Day,0,0,0,135
None,1998.5.12,Climb,Small,Day,0,0,0,210
None,1998.5.13,Climb,Medium,Day,0,0,0,
None,1998.5.13,Take-off run,Medium,Day,0,0,0,
None,1998.5.13,Approach,Small,Night,0,0,0,200
None,1998.5.13,Approach,Small,Night,0,0,0,150
None,1998.5.14,Approach,Small,Night,0,0,0,170
Substantial,1998.5.16,Landing Roll,Large,Day,0,0,0,
Medium,1998.5.16,Climb,Large,Day,0,0,0,
None,1998.5.16,Approach,Medium,Night,0,0,0,
None,1998.5.17,Approach,Small,Night,0,0,0,250
None,1998.5.17,Approach,Small,Night,0,0,0,230
None,1998.5.18,Approach,Large,Night,0,0,0,131
None,1998.5.18,Take-off run,Medium,Dawn,0,0,0,
None,1998.5.18,Approach,Medium,Day,0,0,0,140
None,1998.5.18,Climb,Medium,Day,0,0,0,
None,1998.5.18,Approach,Small,Night,0,0,0,155
None,1998.5.19,Approach,Small,Day,0,0,0,
None,1998.5.19,Landing Roll,Small,Day,0,0,0,60
None,1998.5.19,Landing Roll,Small,Night,0,0,0,
None,1998.5.20,Approach,Medium,Night,0,0,0,140
None,1998.5.20,Approach,Small,Night,0,0,0,210
None,1998.5.22,Take-off run,Small,Day,0,0,0,125
None,1998.5.22,Take-off run,Small,Day,0,0,0,
None,1998.5.22,Approach,Small,Night,0,0,0,130
None,1998.5.23,Climb,Medium,Night,0,0,0,150
None,1998.5.24,Climb,Medium,Night,0,0,0,
None,1998.5.24,Climb,Small,Day,0,0,0,140
None,1998.5.24,Climb,Small,Day,0,0,0,130
None,1998.5.25,Landing Roll,Medium,Day,0,0,0,
None,1998.5.26,Approach,Small,Day,0,0,0,
None,1998.5.26,Landing Roll,Small,Dusk,0,0,0,130
None,1998.5.27,Approach,Medium,Night,0,0,0,180
None,1998.5.27,Approach,Small,Day,0,0,0,122
None,1998.5.27,Take-off run,Small,Day,0,0,0,130
Substantial,1998.5.28,Climb,Large,Dusk,0,0,0,180
None,1998.5.28,Approach,Small,Day,0,0,0,144
None,1998.5.28,Approach,Small,Dusk,0,0,0,125
None,1998.5.28,Approach,Small,Night,0,0,0,140
None,1998.5.28,Climb,Small,Night,0,0,0,160
None,1998.5.29,Landing Roll,Small,Day,0,0,0,120
None,1998.6.1,Take-off run,Large,Day,0,0,0,
Substantial,1998.6.1,Climb,Medium,Day,0,0,0,
None,1998.6.1,Approach,Medium,Day,0,0,0,
None,1998.6.1,Landing Roll,Small,Day,0,0,0,
None,1998.6.2,Approach,Medium,Night,0,0,0,
None,1998.6.2,Take-off run,Small,Day,0,0,0,40
Medium,1998.6.3,Climb,Medium,Day,0,0,0,200
None,1998.6.3,Landing Roll,Small,Day,0,0,0,140
None,1998.6.3,Take-off run,Small,Day,0,0,0,80
None,1998.6.4,Landing Roll,Medium,Day,0,0,0,
None,1998.6.4,Approach,Medium,Night,0,0,0,230
None,1998.6.4,Approach,Small,Day,0,0,0,140
None,1998.6.4,Landing Roll,Small,Day,0,0,0,130
Substantial,1998.6.5,Take-off run,Small,Dawn,0,0,0,
None,1998.6.5,Take-off run,Small,Day,0,0,0,145
None,1998.6.5,Take-off run,Small,Day,0,0,0,30
None,1998.6.6,Take-off run,Large,Day,0,0,0,100
None,1998.6.6,Climb,Small,Day,0,0,0,160
None,1998.6.7,Approach,Medium,Night,0,0,0,
Minor,1998.6.7,Take-off run,Small,Day,0,0,0,150
Medium,1998.6.8,Climb,Large,Day,0,0,0,
None,1998.6.8,Approach,Small,Day,70,0,70,140
None,1998.6.10,Climb,Medium,Dusk,0,0,0,
None,1998.6.10,Approach,Small,Day,0,0,0,145
None,1998.6.12,Take-off run,Medium,Day,0,0,0,
None,1998.6.12,Approach,Small,Day,0,0,0,141
None,1998.6.13,Take-off run,Small,Day,0,0,0,136
None,1998.6.15,Approach,Medium,Day,0,0,0,
None,1998.6.15,Approach,Medium,Day,0,0,0,
None,1998.6.15,Landing Roll,Small,Day,0,0,0,140
None,1998.6.16,Climb,Small,Day,0,0,0,155
None,1998.6.17,Climb,Small,Dawn,0,0,0,160
Medium,1998.6.17,Approach,Small,Day,0,0,0,
None,1998.6.19,Approach,Medium,Night,0,0,0,140
None,1998.6.19,Approach,Small,Day,0,0,0,135
None,1998.6.19,Approach,Small,Day,0,0,0,145
None,1998.6.20,Climb,Medium,Day,0,0,0,
None,1998.6.21,Approach,Medium,Dusk,0,0,0,
None,1998.6.21,Take-off run,Small,Day,0,0,0,
None,1998.6.22,Climb,Small,Day,0,0,0,
None,1998.6.22,Take-off run,Small,Day,0,0,0,120
None,1998.6.24,Approach,Medium,Night,0,0,0,
None,1998.6.24,Climb,Small,Day,0,0,0,160
None,1998.6.24,Landing Roll,Small,Day,0,0,0,120
None,1998.6.25,Climb,Large,Day,0,0,0,145
None,1998.6.26,Approach,Medium,Day,0,0,0,
None,1998.6.26,Approach,Small,Dawn,0,0,0,
None,1998.6.26,Take-off run,Small,Day,0,0,0,
None,1998.6.27,Approach,Medium,Day,0,0,0,
None,1998.6.28,Take-off run,Medium,Day,0,0,0,
None,1998.6.29,Approach,Small,Day,0,0,0,140
None,1998.6.29,Landing Roll,Small,Day,0,0,0,120
None,1998.7.1,Approach,Medium,Dawn,0,0,0,
None,1998.7.1,Take-off run,Small,Dawn,0,0,0,
None,1998.7.1,Take-off run,Small,Dawn,0,0,0,120
None,1998.7.1,Landing Roll,Small,Day,0,0,0,
None,1998.7.2,Approach,Medium,Day,0,0,0,140
None,1998.7.2,Approach,Small,Day,0,0,0,
None,1998.7.3,Approach,Small,Dusk,0,0,0,140
None,1998.7.5,Approach,Medium,Night,0,0,0,130
None,1998.7.5,Approach,Small,Day,0,0,0,
None,1998.7.5,Approach,Small,Day,0,0,0,
None,1998.7.5,Approach,Small,Day,0,0,0,120
None,1998.7.6,Landing Roll,Medium,Dusk,0,0,0,
None,1998.7.6,Approach,Small,Day,0,0,0,
None,1998.7.6,Take-off run,Small,Day,0,0,0,140
None,1998.7.7,Climb,Medium,Day,0,0,0,250
None,1998.7.7,Landing Roll,Small,Dawn,0,0,0,
Substantial,1998.7.8,Take-off run,Large,Day,0,0,0,
None,1998.7.8,Approach,Medium,Day,0,0,0,150
None,1998.7.8,Climb,Medium,Day,0,0,0,
None,1998.7.8,Climb,Medium,Day,0,0,0,170
None,1998.7.8,Landing Roll,Medium,Day,0,0,0,
None,1998.7.8,Approach,Medium,Dusk,0,0,0,103
None,1998.7.8,Approach,Small,Day,0,0,0,135
None,1998.7.8,Landing Roll,Small,Day,0,0,0,100
None,1998.7.8,Take-off run,Small,Day,0,0,0,100
None,1998.7.9,Approach,Medium,Day,0,0,0,136
None,1998.7.9,Approach,Medium,Night,0,0,0,
None,1998.7.10,Approach,Large,Day,0,0,0,
None,1998.7.10,Landing Roll,Medium,Day,0,0,0,130
None,1998.7.11,Landing Roll,Medium,Dawn,0,0,0,145
None,1998.7.11,Approach,Medium,Day,0,0,0,
None,1998.7.11,Climb,Small,Dawn,0,0,0,150
None,1998.7.11,Approach,Small,Day,0,0,0,140
None,1998.7.12,Climb,Medium,Day,0,0,0,160
None,1998.7.12,Take-off run,Medium,Day,0,0,0,120
None,1998.7.12,Take-off run,Medium,Day,0,0,0,
None,1998.7.13,Landing Roll,Medium,Day,0,0,0,
None,1998.7.13,Climb,Small,Day,0,0,0,160
None,1998.7.13,Landing Roll,Small,Day,0,0,0,115
None,1998.7.13,Landing Roll,Small,Day,0,0,0,125
None,1998.7.14,Take-off run,Medium,Day,0,0,0,90
Substantial,1998.7.14,Take-off run,Medium,Dusk,0,0,0,140
None,1998.7.14,Climb,Small,Dawn,0,0,0,
None,1998.7.14,Approach,Small,Day,0,0,0,126
Minor,1998.7.15,Climb,Medium,Day,0,0,0,
None,1998.7.15,Approach,Medium,Night,0,0,0,
None,1998.7.15,Landing Roll,Small,Dawn,0,0,0,118
None,1998.7.15,Landing Roll,Small,Day,0,0,0,105
None,1998.7.15,Landing Roll,Small,Day,0,0,0,120
None,1998.7.15,Take-off run,Small,Day,0,0,0,140
None,1998.7.16,Approach,Small,Day,0,0,0,120
None,1998.7.17,Climb,Medium,Day,0,0,0,
None,1998.7.17,Landing Roll,Small,Day,0,0,0,100
None,1998.7.17,Climb,Small,Night,0,0,0,180
None,1998.7.18,Take-off run,Medium,Day,0,0,0,200
None,1998.7.18,Landing Roll,Small,Day,0,0,0,
None,1998.7.18,Take-off run,Small,Day,0,0,0,140
None,1998.7.19,Approach,Medium,Day,0,0,0,130
None,1998.7.20,Approach,Medium,Day,0,0,0,160
None,1998.7.20,Climb,Medium,Day,0,0,0,
None,1998.7.21,Climb,Small,Day,0,0,0,140
None,1998.7.21,Landing Roll,Small,Day,0,0,0,130
None,1998.7.21,Take-off run,Small,Day,0,0,0,160
None,1998.7.22,Approach,Small,Dawn,0,0,0,
None,1998.7.22,Take-off run,Small,Day,0,0,0,110
None,1998.7.23,Landing Roll,Medium,Day,0,0,0,
None,1998.7.23,Take-off run,Medium,Day,0,0,0,
None,1998.7.23,Approach,Small,Day,0,0,0,137
None,1998.7.24,Approach,Medium,Day,0,0,0,145
None,1998.7.24,Climb,Medium,Day,0,0,0,
None,1998.7.24,Approach,Small,Day,0,0,0,140
None,1998.7.24,Approach,Small,Day,0,0,0,130
None,1998.7.24,Take-off run,Small,Day,0,0,0,
None,1998.7.25,Approach,Small,Day,0,0,0,120
None,1998.7.25,Approach,Small,Day,0,0,0,140
None,1998.7.25,Approach,Small,Day,0,0,0,146
None,1998.7.25,Take-off run,Small,Day,0,0,0,
None,1998.7.26,Take-off run,Medium,Day,0,0,0,130
None,1998.7.26,Approach,Small,Day,0,0,0,137
None,1998.7.26,Climb,Small,Day,0,0,0,180
None,1998.7.27,Take-off run,Medium,Day,0,0,0,140
None,1998.7.28,Approach,Medium,Day,0,0,0,
None,1998.7.29,Approach,Medium,Dusk,0,0,0,126
None,1998.7.29,Climb,Small,Day,0,0,0,160
None,1998.7.30,Approach,Large,Day,0,0,0,140
C,1998.7.30,Approach,Large,Night,0,21360,21360,150
Minor,1998.7.30,Descent,Medium,Dawn,0,0,0,265
None,1998.7.30,Landing Roll,Small,Day,0,0,0,
None,1998.7.30,Take-off run,Small,Day,0,0,0,120
None,1998.7.31,Climb,Large,Day,0,0,0,160
None,1998.8.1,Approach,Small,Day,0,0,0,90
None,1998.8.1,Climb,Small,Day,0,0,0,
None,1998.8.2,Climb,Large,Day,0,0,0,200
Minor,1998.8.2,Approach,Large,Night,0,0,0,144
None,1998.8.2,Approach,Small,Day,0,0,0,125
None,1998.8.2,Landing Roll,Small,Day,0,0,0,110
Medium,1998.8.3,Climb,Small,Day,0,0,0,140
None,1998.8.3,Approach,Small,Day,0,0,0,145
None,1998.8.3,Approach,Small,Night,0,0,0,141
None,1998.8.4,Landing Roll,Medium,Night,0,0,0,
None,1998.8.4,Approach,Small,Day,0,0,0,140
None,1998.8.4,Approach,Small,Night,0,0,0,141
None,1998.8.5,Climb,Small,Day,0,0,0,150
None,1998.8.5,Take-off run,Small,Day,0,0,0,90
None,1998.8.5,Climb,Small,Night,0,0,0,200
None,1998.8.6,Approach,Medium,Day,0,0,0,240
None,1998.8.6,Approach,Small,Day,0,0,0,140
None,1998.8.6,Climb,Small,Day,0,0,0,
None,1998.8.6,Landing Roll,Small,Day,0,0,0,
None,1998.8.7,Approach,Medium,Dawn,0,0,0,125
None,1998.8.7,Take-off run,Medium,Day,0,0,0,
None,1998.8.7,Approach,Small,Night,0,0,0,210
None,1998.8.8,Take-off run,Medium,Day,0,0,0,120
None,1998.8.8,Approach,Small,Day,0,0,0,145
None,1998.8.8,Take-off run,Small,Day,0,0,0,
None,1998.8.9,Approach,Small,Day,0,0,0,130
None,1998.8.9,Approach,Small,Day,0,0,0,140
None,1998.8.9,Approach,Small,Day,0,0,0,
None,1998.8.9,Climb,Small,Day,0,0,0,150
None,1998.8.9,Take-off run,Small,Day,0,0,0,
None,1998.8.9,Landing Roll,Small,Dusk,0,0,0,130
None,1998.8.9,Landing Roll,Small,Night,0,0,0,100
None,1998.8.10,Approach,Small,Day,0,0,0,
None,1998.8.10,Climb,Small,Day,0,0,0,
None,1998.8.10,Take-off run,Small,Day,0,0,0,
Substantial,1998.8.11,Take-off run,Large,Day,0,0,0,115
None,1998.8.11,Take-off run,Medium,Day,0,0,0,150
None,1998.8.11,Climb,Small,Day,0,0,0,
None,1998.8.11,Take-off run,Small,Dusk,0,0,0,150
None,1998.8.12,Approach,Medium,Day,0,0,0,170
None,1998.8.12,Approach,Small,Day,0,0,0,
Medium,1998.8.13,Descent,Medium,Day,0,0,0,
Minor,1998.8.13,Climb,Medium,Day,0,0,0,
None,1998.8.13,Approach,Medium,Day,0,0,0,
None,1998.8.13,Landing Roll,Medium,Day,0,0,0,
None,1998.8.13,Take-off run,Medium,Day,0,0,0,120
None,1998.8.13,Approach,Medium,Night,0,0,0,
None,1998.8.13,Approach,Small,Dawn,0,0,0,200
None,1998.8.13,Approach,Small,Day,0,0,0,130
None,1998.8.13,Approach,Small,Day,0,0,0,125
None,1998.8.13,Approach,Small,Day,0,0,0,130
None,1998.8.13,Take-off run,Small,Day,0,0,0,110
None,1998.8.13,Take-off run,Small,Day,0,0,0,148
None,1998.8.13,Take-off run,Small,Dusk,0,0,0,100
None,1998.8.14,Climb,Medium,Day,0,0,0,130
Medium,1998.8.14,Climb,Small,Day,0,0,0,140
None,1998.8.14,Climb,Small,Day,0,0,0,150
None,1998.8.15,Take-off run,Medium,Day,0,0,0,
